,question,type,placeholders,naturalness,difficulty,dbpedia_entities
591,Why did Marie Curie pursue research in radioactivity during the late 19th century?,explanatory,"{'person': 'Marie Curie', 'action': 'pursue research in radioactivity', 'time': 'the late 19th century'}",high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
592,Compare and contrast the economic and social impacts of the Great Depression and the 2008 financial crisis.,comparative,"{'historical event A': 'Great Depression', 'historical event B': '2008 financial crisis'}",high,hard,"{'historical event A': 'http://dbpedia.org/resource/Great_Depression', 'historical event B': 'http://dbpedia.org/resource/Great_Recession'}"
593,How do you evaluate Sigmund Freud’s theories' impact on modern psychology? Please explain your viewpoint.,critical,"{'person/event': 'Sigmund Freud’s theories', 'field': 'modern psychology'}",high,medium,{'person/event': 'http://dbpedia.org/resource/Sigmund_Freud'}
594,"Based on trends in artificial intelligence, what do you think it might achieve in the next decade?",predictive,"{'entity': 'artificial intelligence', 'time': 'next decade'}",high,medium,{'entity': 'http://dbpedia.org/resource/Artificial_intelligence'}
595,Compare and contrast the healthcare systems of the United States and Canada in terms of accessibility.,comparative,"{'entity A': 'United States', 'entity B': 'Canada', 'aspect': 'accessibility'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/United_States', 'entity B': 'http://dbpedia.org/resource/Canada'}"
596,Why did the Soviet Union collapse in 1991?,explanatory,"{'entity': 'Soviet Union', 'event': 'collapse'}",high,medium,{'entity': 'http://dbpedia.org/resource/Soviet_Union'}
597,"Based on the current economic trends, how do you predict the global job market will change in the next decade?",predictive,"{'current situation': 'economic trends', 'event': 'global job market change'}",high,hard,{}
598,How do you evaluate the impact of the Industrial Revolution on modern technology? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern technology'}",high,medium,{'event': 'http://dbpedia.org/resource/Industrial_Revolution'}
599,Why did Rosa Parks refuse to give up her seat in 1955?,explanatory,"{'person': 'Rosa Parks', 'action': 'refuse to give up her seat', 'time': '1955'}",high,medium,"{'person': 'http://dbpedia.org/resource/Rosa_Parks', 'action': 'http://dbpedia.org/resource/Montgomery_bus_boycott', 'time': 'http://dbpedia.org/resource/1955'}"
600,Compare and contrast the educational philosophies of Maria Montessori and John Dewey in terms of child-centered learning.,comparative,"{'entity A': 'Maria Montessori', 'entity B': 'John Dewey', 'aspect': 'child-centered learning'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Maria_Montessori', 'entity B': 'http://dbpedia.org/resource/John_Dewey', 'aspect': 'http://dbpedia.org/resource/Child-centred_learning'}"
601,How do you evaluate the impact of the Internet on social relationships? Please explain your viewpoint.,critical,"{'person/event': 'the Internet', 'field': 'social relationships'}",high,medium,"{'person/event': 'http://dbpedia.org/resource/Internet', 'field': 'http://dbpedia.org/resource/Social_relations'}"
602,Why did the United States decide to enter World War II in 1941?,explanatory,"{'person': 'United States', 'action': 'enter World War II', 'time': '1941'}",high,medium,"{'person': 'http://dbpedia.org/resource/United_States', 'action': 'http://dbpedia.org/resource/World_War_II', 'time': 'http://dbpedia.org/resource/1941'}"
603,Compare and contrast the educational philosophies of John Dewey and Maria Montessori in terms of child-centered learning.,comparative,"{'entity A': 'John Dewey', 'entity B': 'Maria Montessori', 'aspect': 'child-centered learning'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/John_Dewey', 'entity B': 'http://dbpedia.org/resource/Maria_Montessori'}"
604,How do you evaluate the impact of the internet on global communication? Please explain your viewpoint.,critical,"{'person/event': 'internet', 'field': 'global communication'}",high,medium,"{'person/event': 'http://dbpedia.org/resource/Internet', 'field': 'http://dbpedia.org/resource/Global_communication'}"
605,Please describe Marie Curie's contributions to the field of chemistry.,descriptive,"{'person': 'Marie Curie', 'field': 'chemistry'}",high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
606,Why did Winston Churchill decide to become Prime Minister during World War II?,explanatory,"{'person': 'Winston Churchill', 'action': 'become Prime Minister', 'time': 'World War II'}",high,medium,"{'person': 'http://dbpedia.org/resource/Winston_Churchill', 'time': 'http://dbpedia.org/resource/World_War_II'}"
607,"Based on the current trends in renewable energy technologies, how do you predict the adoption rate of solar energy will develop in the next decade?",predictive,"{'entity': 'renewable energy technologies', 'event': 'the adoption rate of solar energy'}",high,medium,"{'entity': 'http://dbpedia.org/resource/Renewable_energy', 'event': 'http://dbpedia.org/resource/Solar_energy'}"
608,How do you evaluate the impact of the internet on modern communication? Please explain your viewpoint.,critical,"{'person/event': 'the internet', 'field': 'modern communication'}",high,medium,{'person/event': 'http://dbpedia.org/resource/Internet'}
609,Why did Mahatma Gandhi choose non-violent resistance as a strategy to fight British rule in India?,explanatory,"{'person': 'Mahatma Gandhi', 'action': 'choose non-violent resistance', 'time': 'fight British rule in India'}",high,medium,{'person': 'http://dbpedia.org/resource/Mahatma_Gandhi'}
610,"Based on the current geopolitical tensions, how do you predict the future of US-China trade relations will develop?",predictive,{'event': 'US-China trade relations'},high,hard,{'event': 'http://dbpedia.org/resource/China–United_States_trade_war'}
611,Compare and contrast the economic policies of Ronald Reagan and Franklin D. Roosevelt in terms of their approaches to economic recovery.,comparative,"{'entity A': 'Ronald Reagan', 'entity B': 'Franklin D. Roosevelt', 'aspect': 'economic recovery'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Ronald_Reagan', 'entity B': 'http://dbpedia.org/resource/Franklin_D._Roosevelt'}"
612,"Based on the current trends in artificial intelligence research, how do you predict AI applications will evolve in the next decade?",predictive,"{'current situation': 'current trends in artificial intelligence research', 'event': 'AI applications'}",high,medium,{'event': 'http://dbpedia.org/resource/Artificial_intelligence'}
613,Why did Nelson Mandela decide to pursue reconciliation after his release from prison?,explanatory,"{'person': 'Nelson Mandela', 'action': 'pursue reconciliation', 'time': 'after his release from prison'}",high,medium,"{'person': 'http://dbpedia.org/resource/Nelson_Mandela', 'time': 'http://dbpedia.org/resource/Nelson_Mandela#Release_from_prison'}"
614,How do you evaluate Nikola Tesla’s impact on modern electrical engineering? Please explain your viewpoint.,critical,"{'person': 'Nikola Tesla', 'field': 'modern electrical engineering'}",high,hard,"{'person': 'http://dbpedia.org/resource/Nikola_Tesla', 'field': 'http://dbpedia.org/resource/Electrical_engineering'}"
615,Explain the relationship between the Roman Empire and early Christianity and its significance.,explanatory,"{'entity A': 'Roman Empire', 'entity B': 'early Christianity'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Roman_Empire', 'entity B': 'http://dbpedia.org/resource/Christianity'}"
616,"Based on recent technological trends, how do you predict quantum computing will develop in the next decade?",predictive,{'event': 'quantum computing'},high,hard,{'event': 'http://dbpedia.org/resource/Quantum_computing'}
617,Compare and contrast the economic impacts of the Great Depression and the 2008 financial crisis.,comparative,"{'entity A': 'Great Depression', 'entity B': '2008 financial crisis'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Great_Depression', 'entity B': 'http://dbpedia.org/resource/Financial_crisis_of_2007%E2%80%932008'}"
618,Why did Mahatma Gandhi advocate for non-violent resistance during the Indian independence movement?,explanatory,"{'person': 'Mahatma Gandhi', 'action': 'advocate for non-violent resistance', 'time': 'during the Indian independence movement'}",high,medium,"{'person': 'http://dbpedia.org/resource/Mahatma_Gandhi', 'event': 'http://dbpedia.org/resource/Indian_independence_movement'}"
619,"Based on SpaceX’s historical behavior, what developments do you foresee in the field of space tourism?",predictive,"{'entity': 'SpaceX', 'field': 'space tourism'}",high,medium,{'entity': 'http://dbpedia.org/resource/SpaceX'}
620,Compare and contrast the education systems of Finland and the United States in terms of student assessment methods.,comparative,"{'entity A': 'education system of Finland', 'entity B': 'education system of the United States', 'aspect': 'student assessment methods'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Education_in_Finland', 'entity B': 'http://dbpedia.org/resource/Education_in_the_United_States'}"
621,Explain the relationship between the Catholic Church and the Renaissance and its significance.,explanatory,"{'entity A': 'Catholic Church', 'entity B': 'Renaissance'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Catholic_Church', 'entity B': 'http://dbpedia.org/resource/Renaissance'}"
622,How do you evaluate the impact of climate change on global agricultural practices? Please explain your viewpoint.,critical,"{'event': 'climate change', 'field': 'global agricultural practices'}",high,medium,"{'event': 'http://dbpedia.org/resource/Climate_change', 'field': 'http://dbpedia.org/resource/Agriculture'}"
623,Compare and contrast the similarities and differences between the American Revolution and the French Revolution in terms of their causes and outcomes.,comparative,"{'entity A': 'American Revolution', 'entity B': 'French Revolution', 'aspect': 'their causes and outcomes'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/American_Revolution', 'entity B': 'http://dbpedia.org/resource/French_Revolution'}"
624,Explain the relationship between the Roman Empire and the spread of Christianity and its significance.,explanatory,"{'entity A': 'Roman Empire', 'entity B': 'spread of Christianity'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Roman_Empire', 'entity B': 'http://dbpedia.org/resource/Christianity'}"
625,How do you evaluate the impact of social media on modern democratic processes? Please explain your viewpoint.,critical,"{'person/event': 'social media', 'field': 'modern democratic processes'}",high,hard,"{'person/event': 'http://dbpedia.org/resource/Social_media', 'field': 'http://dbpedia.org/resource/Democracy'}"
626,Why did Alexander the Great decide to invade Persia?,explanatory,"{'person': 'Alexander the Great', 'action': 'invade Persia'}",high,medium,"{'person': 'http://dbpedia.org/resource/Alexander_the_Great', 'action': 'http://dbpedia.org/resource/Achaemenid_Empire'}"
627,"Based on the current trends, how do you predict the future of electric vehicles will develop?",predictive,{'event': 'future of electric vehicles'},high,medium,{'event': 'http://dbpedia.org/resource/Electric_vehicle'}
628,How do you evaluate the impact of the Internet on modern journalism? Please explain your viewpoint.,critical,"{'event': 'Internet', 'field': 'modern journalism'}",high,medium,"{'event': 'http://dbpedia.org/resource/Internet', 'field': 'http://dbpedia.org/resource/Journalism'}"
629,Compare and contrast the similarities and differences between the economic impacts of the Great Depression and the 2008 Financial Crisis.,comparative,"{'entity A': 'Great Depression', 'entity B': '2008 Financial Crisis'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Great_Depression', 'entity B': 'http://dbpedia.org/resource/Financial_crisis_of_2007–2008'}"
630,Why did Winston Churchill choose to deliver the 'Iron Curtain' speech in 1946?,explanatory,"{'person': 'Winston Churchill', 'action': ""deliver the 'Iron Curtain' speech"", 'time': '1946'}",high,medium,"{'person': 'http://dbpedia.org/resource/Winston_Churchill', 'action': 'http://dbpedia.org/resource/Iron_Curtain_speech', 'time': 'http://dbpedia.org/resource/1946'}"
631,"Based on the current advancements in Artificial Intelligence, how do you predict job markets will develop in the next decade?",predictive,"{'entity': 'Artificial Intelligence', 'aspect': 'job markets', 'time': 'in the next decade'}",high,medium,"{'entity': 'http://dbpedia.org/resource/Artificial_intelligence', 'aspect': 'http://dbpedia.org/resource/Job_market', 'time': 'http://dbpedia.org/resource/2030s'}"
632,Compare the impact of the Industrial Revolution and the Information Age on global economic structures.,comparative,"{'historical event A': 'Industrial Revolution', 'historical event B': 'Information Age', 'aspect': 'global economic structures'}",high,medium,"{'historical event A': 'http://dbpedia.org/resource/Industrial_Revolution', 'historical event B': 'http://dbpedia.org/resource/Information_Age', 'aspect': 'http://dbpedia.org/resource/Economic_structure'}"
633,"Based on the current technological advancements, how do you predict the landscape of artificial intelligence will develop in the next decade?",predictive,{'event': 'landscape of artificial intelligence'},high,hard,{'event': 'http://dbpedia.org/resource/Artificial_intelligence'}
634,Compare and contrast the political ideologies of Karl Marx and Adam Smith.,comparative,"{'entity A': 'Karl Marx', 'entity B': 'Adam Smith', 'aspect': 'political ideologies'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Karl_Marx', 'entity B': 'http://dbpedia.org/resource/Adam_Smith'}"
635,"Based on the recent advancements, how do you predict artificial intelligence will impact the job market in the next decade?",predictive,"{'current situation': 'recent advancements', 'event': 'artificial intelligence impact on the job market'}",high,hard,{'event': 'http://dbpedia.org/resource/Artificial_intelligence'}
636,Compare and contrast the economic policies of Franklin D. Roosevelt and Ronald Reagan.,comparative,"{'entity A': 'Franklin D. Roosevelt', 'entity B': 'Ronald Reagan', 'aspect': 'economic policies'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Franklin_D._Roosevelt', 'entity B': 'http://dbpedia.org/resource/Ronald_Reagan', 'aspect': 'http://dbpedia.org/resource/Economy_of_the_United_States'}"
637,Why did Marie Curie persist in her research on radioactivity amidst various challenges?,explanatory,"{'person': 'Marie Curie', 'action': 'persist in her research on radioactivity', 'time': 'amidst various challenges'}",high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
638,How do you evaluate the impact of the Industrial Revolution on modern economic theory? Please explain your viewpoint.,critical,"{'person/event': 'Industrial Revolution', 'field': 'modern economic theory'}",high,hard,{'person/event': 'http://dbpedia.org/resource/Industrial_Revolution'}
639,Why did the United Kingdom decide to leave the European Union in 2016?,explanatory,"{'person': 'United Kingdom', 'action': 'leave', 'time': '2016'}",high,medium,"{'person': 'http://dbpedia.org/resource/United_Kingdom', 'action': 'http://dbpedia.org/resource/Brexit', 'time': 'http://dbpedia.org/resource/2016'}"
640,How do you evaluate the impact of the Internet on the dissemination of information? Please explain your viewpoint.,critical,"{'person/event': 'Internet', 'field': 'dissemination of information'}",high,hard,"{'person/event': 'http://dbpedia.org/resource/Internet', 'field': 'http://dbpedia.org/resource/Information'}"
641,Why did Winston Churchill choose to continue fighting during the Blitz?,explanatory,"{'person': 'Winston Churchill', 'action': 'continue fighting', 'time': 'the Blitz'}",high,medium,"{'person': 'http://dbpedia.org/resource/Winston_Churchill', 'time': 'http://dbpedia.org/resource/The_Blitz'}"
642,Compare and contrast the similarities and differences between classical education and modern education in terms of teaching methods.,comparative,"{'entity A': 'classical education', 'entity B': 'modern education', 'aspect': 'teaching methods'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Classical_education', 'entity B': 'http://dbpedia.org/resource/Education'}"
643,How do you evaluate the impact of the Industrial Revolution on environmental changes? Please explain your viewpoint.,critical,"{'person/event': 'Industrial Revolution', 'field': 'environmental changes'}",high,hard,"{'person/event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Environmental_impact_of_iron_ore_mining'}"
644,Compare and contrast the similarities and differences between the French Revolution and the American Revolution in terms of their causes.,comparative,"{'entity A': 'French Revolution', 'entity B': 'American Revolution', 'aspect': 'causes'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/French_Revolution', 'entity B': 'http://dbpedia.org/resource/American_Revolution'}"
645,Why did Nelson Mandela choose to reconcile with his former oppressors after his release in 1990?,explanatory,"{'person': 'Nelson Mandela', 'action': 'reconcile', 'time': '1990'}",high,hard,{'person': 'http://dbpedia.org/resource/Nelson_Mandela'}
646,"Based on the current economic trends, how do you predict the global financial market will develop?",predictive,{'event': 'global financial market'},high,hard,{'event': 'http://dbpedia.org/resource/Financial_market'}
647,How do you evaluate the impact of the Industrial Revolution on modern labor practices? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern labor practices'}",high,medium,"{'event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Labor_practice'}"
648,"Based on the current advancements in artificial intelligence, how do you predict the future of autonomous vehicles will develop?",predictive,"{'field': 'artificial intelligence', 'event': 'autonomous vehicles'}",high,hard,"{'field': 'http://dbpedia.org/resource/Artificial_intelligence', 'event': 'http://dbpedia.org/resource/Self-driving_car'}"
649,How do you evaluate the impact of Greta Thunberg's activism on global climate change policies? Please explain your viewpoint.,critical,"{'person': 'Greta Thunberg', 'field': 'global climate change policies'}",high,medium,"{'person': 'http://dbpedia.org/resource/Greta_Thunberg', 'field': 'http://dbpedia.org/resource/Climate_change_policy'}"
650,"Based on the current technological advancements, how do you predict the field of artificial intelligence will develop in the next decade?",predictive,{'event': 'the field of artificial intelligence'},high,hard,{'event': 'http://dbpedia.org/resource/Artificial_intelligence'}
651,How do you evaluate the impact of social media on mental health? Please explain your viewpoint.,critical,"{'event': 'social media', 'field': 'mental health'}",high,medium,"{'event': 'http://dbpedia.org/resource/Social_media', 'field': 'http://dbpedia.org/resource/Mental_health'}"
652,Compare and contrast the educational philosophies of John Dewey and Maria Montessori in terms of their approaches to experiential learning.,comparative,"{'entity A': 'John Dewey', 'entity B': 'Maria Montessori', 'aspect': 'experiential learning'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/John_Dewey', 'entity B': 'http://dbpedia.org/resource/Maria_Montessori', 'aspect': 'http://dbpedia.org/resource/Experiential_learning'}"
653,Compare and contrast the similarities and differences between the American Civil War and the English Civil War.,comparative,"{'entity A': 'American Civil War', 'entity B': 'English Civil War'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/American_Civil_War', 'entity B': 'http://dbpedia.org/resource/English_Civil_War'}"
654,How do you evaluate Steve Jobs' impact on the technology industry? Please explain your viewpoint.,critical,"{'person': 'Steve Jobs', 'field': 'technology industry'}",high,medium,"{'person': 'http://dbpedia.org/resource/Steve_Jobs', 'field': 'http://dbpedia.org/resource/Technology'}"
655,Why did Winston Churchill make the decision to lead Britain through World War II despite the significant risks involved?,explanatory,"{'person': 'Winston Churchill', 'action': 'lead Britain through World War II', 'time': 'during World War II'}",high,medium,"{'person': 'http://dbpedia.org/resource/Winston_Churchill', 'event': 'http://dbpedia.org/resource/World_War_II'}"
656,"Based on the current advancements, how do you predict artificial intelligence will evolve in the healthcare industry?",predictive,"{'entity': 'artificial intelligence', 'field': 'healthcare industry'}",high,medium,"{'entity': 'http://dbpedia.org/resource/Artificial_intelligence', 'field': 'http://dbpedia.org/resource/Health_care'}"
657,Compare and contrast the economic policies of Margaret Thatcher and Franklin D. Roosevelt during their respective terms.,comparative,"{'entity A': 'Margaret Thatcher', 'entity B': 'Franklin D. Roosevelt', 'aspect': 'economic policies'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Margaret_Thatcher', 'entity B': 'http://dbpedia.org/resource/Franklin_D._Roosevelt'}"
658,How do you evaluate the impact of the Industrial Revolution on modern urbanization? Please explain your viewpoint.,critical,"{'event': 'the Industrial Revolution', 'field': 'modern urbanization'}",high,medium,"{'event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Urbanization'}"
659,Compare the impact of the Industrial Revolution and the Internet Revolution on global economic structures.,comparative,"{'historical event A': 'Industrial Revolution', 'historical event B': 'Internet Revolution'}",high,hard,"{'historical event A': 'http://dbpedia.org/resource/Industrial_Revolution', 'historical event B': 'http://dbpedia.org/resource/Internet'}"
660,How do you evaluate Sigmund Freud’s impact on the field of psychology? Please explain your viewpoint.,critical,"{'person': 'Sigmund Freud', 'field': 'psychology'}",high,medium,"{'person': 'http://dbpedia.org/resource/Sigmund_Freud', 'field': 'http://dbpedia.org/resource/Psychology'}"
661,Describe Ada Lovelace's significant contributions to the field of computer science.,descriptive,"{'person': 'Ada Lovelace', 'field': 'computer science'}",high,medium,{'person': 'http://dbpedia.org/resource/Ada_Lovelace'}
662,Explain the relationship between government policies and economic growth and its significance.,explanatory,"{'entity A': 'government policies', 'entity B': 'economic growth'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Government_policy', 'entity B': 'http://dbpedia.org/resource/Economic_growth'}"
663,"Based on the current advancements in renewable energy technology, how do you predict the energy market will evolve in the next decade?",predictive,"{'current advancements': 'renewable energy technology', 'future event': 'energy market evolution', 'time frame': 'next decade'}",high,medium,{'current advancements': 'http://dbpedia.org/resource/Renewable_energy'}
664,Compare and contrast the similarities and differences between the economic impacts of the 2008 financial crisis and the COVID-19 pandemic.,comparative,"{'entity A': '2008 financial crisis', 'entity B': 'COVID-19 pandemic', 'aspect': 'economic impacts'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Financial_crisis_of_2007–2008', 'entity B': 'http://dbpedia.org/resource/COVID-19_pandemic'}"
665,Explain the relationship between the United Nations and international human rights laws and its significance.,explanatory,"{'entity A': 'United Nations', 'entity B': 'international human rights laws'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/United_Nations', 'entity B': 'http://dbpedia.org/resource/Human_rights'}"
666,Compare and contrast the economic models of capitalism and socialism in terms of wealth distribution.,comparative,"{'entity A': 'capitalism', 'entity B': 'socialism', 'aspect': 'wealth distribution'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Capitalism', 'entity B': 'http://dbpedia.org/resource/Socialism'}"
667,Why did Mahatma Gandhi choose nonviolent resistance as a strategy during the Indian independence movement?,explanatory,"{'person': 'Mahatma Gandhi', 'action': 'nonviolent resistance', 'time': 'Indian independence movement'}",high,medium,"{'person': 'http://dbpedia.org/resource/Mahatma_Gandhi', 'time': 'http://dbpedia.org/resource/Indian_independence_movement'}"
668,"Based on current trends in renewable energy adoption, how do you predict the energy industry will evolve in the next 20 years?",predictive,"{'entity': 'renewable energy adoption', 'event': 'energy industry'}",high,hard,"{'entity': 'http://dbpedia.org/resource/Renewable_energy', 'event': 'http://dbpedia.org/resource/Energy_industry'}"
669,Compare and contrast the medical approaches of traditional Western medicine and traditional Chinese medicine in terms of diagnosis and treatment.,comparative,"{'entity A': 'traditional Western medicine', 'entity B': 'traditional Chinese medicine', 'aspect': 'diagnosis and treatment'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Western_medicine', 'entity B': 'http://dbpedia.org/resource/Traditional_Chinese_medicine'}"
670,Why did Nelson Mandela choose to become involved in the anti-apartheid movement?,explanatory,"{'person': 'Nelson Mandela', 'action': 'become involved in the anti-apartheid movement', 'time': ''}",high,medium,{'person': 'http://dbpedia.org/resource/Nelson_Mandela'}
671,Why did Marie Curie decide to pursue research in radioactivity in the early 20th century?,explanatory,"{'person': 'Marie Curie', 'action': 'pursue research in radioactivity', 'time': 'early 20th century'}",high,hard,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
672,"Based on the current advancements in artificial intelligence, how do you predict its influence on the job market will develop?",predictive,"{'entity': 'artificial intelligence', 'event': 'its influence on the job market'}",high,medium,{'entity': 'http://dbpedia.org/resource/Artificial_intelligence'}
673,Compare and contrast the educational philosophies of John Dewey and Maria Montessori in terms of their approach to child development.,comparative,"{'entity A': 'John Dewey', 'entity B': 'Maria Montessori', 'aspect': 'their approach to child development'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/John_Dewey', 'entity B': 'http://dbpedia.org/resource/Maria_Montessori'}"
674,How do you evaluate the impact of the Industrial Revolution on modern urbanization? Please explain your viewpoint.,critical,"{'event': 'the Industrial Revolution', 'field': 'modern urbanization'}",high,medium,{'event': 'http://dbpedia.org/resource/Industrial_Revolution'}
675,"Based on the current state of AI development, how do you predict its impact on job markets will develop?",predictive,{'event': 'impact on job markets'},high,medium,{'event': 'http://dbpedia.org/resource/Artificial_intelligence'}
676,How do you evaluate the impact of the Industrial Revolution on modern technological advancements? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern technological advancements'}",high,medium,"{'event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Technology'}"
677,Why did Marie Curie decide to pursue research in radioactivity in the late 19th century?,explanatory,"{'person': 'Marie Curie', 'action': 'pursue research in radioactivity', 'time': 'late 19th century'}",high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
678,Compare the cultural impacts of the Renaissance and the Enlightenment.,comparative,"{'historical event A': 'Renaissance', 'historical event B': 'Enlightenment'}",high,medium,"{'historical event A': 'http://dbpedia.org/resource/Renaissance', 'historical event B': 'http://dbpedia.org/resource/Age_of_Enlightenment'}"
679,Explain the relationship between the United Nations and World War II and its significance.,explanatory,"{'entity A': 'United Nations', 'entity B': 'World War II'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/United_Nations', 'entity B': 'http://dbpedia.org/resource/World_War_II'}"
680,Compare and contrast the similarities and differences between the Roman Empire and the Mongol Empire in terms of military strategies.,comparative,"{'entity A': 'Roman Empire', 'entity B': 'Mongol Empire', 'aspect': 'military strategies'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Roman_Empire', 'entity B': 'http://dbpedia.org/resource/Mongol_Empire'}"
681,Why did Nelson Mandela choose to focus on reconciliation after his release in 1990?,explanatory,"{'person': 'Nelson Mandela', 'action': 'focus on reconciliation', 'time': '1990'}",high,medium,"{'person': 'http://dbpedia.org/resource/Nelson_Mandela', 'time': 'http://dbpedia.org/resource/1990'}"
682,"Based on the current economic indicators, how do you predict the global economy will develop in the next decade?",predictive,{'event': 'global economy'},high,hard,{'event': 'http://dbpedia.org/resource/World_economy'}
683,Why did the Roman Empire choose to expand its territory into Britain during the first century?,explanatory,"{'person': 'Roman Empire', 'action': 'expand its territory', 'time': 'first century'}",high,medium,"{'person': 'http://dbpedia.org/resource/Roman_Empire', 'action': 'http://dbpedia.org/resource/Roman_conquest_of_Britain'}"
684,Compare and contrast the similarities and differences between the Renaissance and the Enlightenment in terms of their influence on European culture.,comparative,"{'entity A': 'Renaissance', 'entity B': 'Enlightenment', 'aspect': 'influence on European culture'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Renaissance', 'entity B': 'http://dbpedia.org/resource/Age_of_Enlightenment'}"
685,How do you evaluate the impact of the digital revolution on the education sector? Please explain your viewpoint.,critical,"{'person/event': 'digital revolution', 'field': 'education sector'}",high,medium,"{'person/event': 'http://dbpedia.org/resource/Digital_Revolution', 'field': 'http://dbpedia.org/resource/Education'}"
686,Why did Nelson Mandela choose to run for presidency in the 1994 South African elections?,explanatory,"{'person': 'Nelson Mandela', 'action': 'run for presidency', 'time': '1994 South African elections'}",high,medium,"{'person': 'http://dbpedia.org/resource/Nelson_Mandela', 'time': 'http://dbpedia.org/resource/1994_South_African_general_election'}"
687,Compare and contrast the similarities and differences between the American Revolution and the French Revolution in terms of their causes and outcomes.,comparative,"{'entity A': 'American Revolution', 'entity B': 'French Revolution', 'aspect': 'causes and outcomes'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/American_Revolution', 'entity B': 'http://dbpedia.org/resource/French_Revolution'}"
688,How do you evaluate the impact of the internet on global communication? Please explain your viewpoint.,critical,"{'person/event': 'the internet', 'field': 'global communication'}",high,medium,{'person/event': 'http://dbpedia.org/resource/Internet'}
689,Please describe Leonardo da Vinci’s contributions to the field of art and science.,descriptive,"{'person': 'Leonardo da Vinci', 'field': 'art and science'}",high,medium,"{'person': 'http://dbpedia.org/resource/Leonardo_da_Vinci', 'field': 'http://dbpedia.org/resource/Science'}"
690,"Based on the current technological trends, how do you predict artificial intelligence will develop in the next decade?",predictive,"{'current situation': 'current technological trends', 'event': 'artificial intelligence'}",high,hard,"{'current situation': 'http://dbpedia.org/resource/Technology', 'event': 'http://dbpedia.org/resource/Artificial_intelligence'}"
691,How do you evaluate the impact of the internet on modern education? Please explain your viewpoint.,critical,"{'person/event': 'internet', 'field': 'modern education'}",high,medium,{'person/event': 'http://dbpedia.org/resource/Internet'}
692,Why did Napoleon choose to invade Russia in 1812?,explanatory,"{'person': 'Napoleon', 'action': 'invade Russia', 'time': '1812'}",high,medium,"{'person': 'http://dbpedia.org/resource/Napoleon', 'action': 'http://dbpedia.org/resource/French_invasion_of_Russia'}"
693,Compare and contrast the similarities and differences between Android and iOS in terms of security features.,comparative,"{'entity A': 'Android', 'entity B': 'iOS', 'aspect': 'security features'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Android_(operating_system)', 'entity B': 'http://dbpedia.org/resource/IOS'}"
694,How do you evaluate the impact of social media on political engagement? Please explain your viewpoint.,critical,"{'event': 'social media', 'field': 'political engagement'}",high,hard,{'event': 'http://dbpedia.org/resource/Social_media'}
695,"Based on recent advancements, how do you predict the field of artificial intelligence will evolve in the next decade?",predictive,{'entity': 'field of artificial intelligence'},high,medium,{'entity': 'http://dbpedia.org/resource/Artificial_intelligence'}
